GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	Gene name
ENSMUSG00000021583.7	29.7848851095285	1.17368944557895	0.228957764986126	5.12622686393741	2.95606384223124e-07	4.85244608575996e-06	chr13	74639567	74693201	+	NA	Erap1
ENSMUSG00000030225.11	49.3459563686126	1.21376353223892	0.237016885664945	5.12100025630552	3.03919233484272e-07	4.97718318704509e-06	chr6	137754545	137857340	+	NA	Dera
ENSMUSG00000033149.17	82.9413917461795	1.26518212996436	0.247196882061007	5.11811524245728	3.08604027151628e-07	5.0460015792197e-06	chr16	45746242	45953598	-	NA	Phldb2
ENSMUSG00000099757.1	6.54449348685028	2.27612905690149	0.44514245876777	5.11325983866425	3.16646259437567e-07	5.16538472981111e-06	chr19	11470165	11484578	-	NA	BE692007
ENSMUSG00000024236.18	40.9240254674065	1.04499364516954	0.204425524983701	5.11185501542853	3.19010628095409e-07	5.19989810238448e-06	chr18	4920539	5119299	+	NA	Svil
ENSMUSG00000017499.15	19.4025658717272	2.1539946782091	0.421650573477326	5.10848274305722	3.24756059090427e-07	5.28942637364339e-06	chr11	98907800	98923940	+	NA	Cdc6
ENSMUSG00000002732.14	29.3760952880947	1.38826498271983	0.271801478999634	5.10764322486155	3.26201824808417e-07	5.30883950367193e-06	chr2	76663043	76673116	-	NA	Fkbp7
ENSMUSG00000014444.17	3.35596457172754	2.54786508479338	0.499734792091395	5.09843445986728	3.42474066899054e-07	5.55206214035653e-06	chr8	122481697	122551329	-	NA	Piezo1
ENSMUSG00000005373.13	33.6536385917894	1.27547004184988	0.250310801771371	5.09554534931683	3.47738763592479e-07	5.63114966781843e-06	chr5	135089889	135138382	+	NA	Mlxipl
ENSMUSG00000032089.16	28.3125896605946	1.54113000699215	0.302460152267249	5.09531584719442	3.48160307965822e-07	5.63114966781843e-06	chr9	45253836	45269149	-	NA	Il10ra
ENSMUSG00000062382.9	21.4467524475961	2.02726021864463	0.398322317421341	5.08949694751906	3.59014638273562e-07	5.79773986889189e-06	chr13	74399693	74407346	+	NA	Ftl1-ps1
ENSMUSG00000033192.5	70.5991848635271	1.07259531264503	0.211192330811743	5.07876071314891	3.79904834557417e-07	6.13036250393462e-06	chr8	92855338	92919279	+	NA	Lpcat2
ENSMUSG00000022439.9	25.7337395324784	1.61473769006498	0.318282317949444	5.0732874526868	3.91001164013752e-07	6.30455462067818e-06	chr15	84324025	84342978	+	NA	Parvg
ENSMUSG00000044201.10	5.01998321931742	2.43378780743146	0.479811290135556	5.07238545125495	3.92859620018604e-07	6.32476769318634e-06	chr18	34732992	34751533	-	NA	Cdc25c
ENSMUSG00000015314.10	6.94474536379733	2.43320854109577	0.479902040011703	5.07021920772921	3.97357764404864e-07	6.38735044350417e-06	chr1	171917514	171953170	+	NA	Slamf6
ENSMUSG00000035357.17	365.303405865998	-1.03952644761496	0.205089747517278	-5.06864170539477	4.00664633948372e-07	6.43556028399562e-06	chr6	101149608	101377897	-	NA	Pdzrn3
ENSMUSG00000074896.3	45.5278913446744	1.34445072547549	0.265596172979489	5.06201091074954	4.148572768697e-07	6.64820707369812e-06	chr19	34583530	34588731	+	NA	Ifit3
ENSMUSG00000053063.11	5.45209396190954	2.32496208614865	0.460175854677731	5.05233393389766	4.36443778173437e-07	6.97276450186486e-06	chr6	129342690	129365303	+	NA	Clec12a
ENSMUSG00000032194.9	31.4166672391579	1.09363327964166	0.216557351943028	5.0500861311297	4.41610901729322e-07	7.03918352733637e-06	chr9	21766783	21798744	-	NA	Kank2
ENSMUSG00000018459.15	86.0218904612918	1.18000175531571	0.23407766170439	5.04106947550555	4.62937346943039e-07	7.37350246505694e-06	chr2	165405027	165473230	-	NA	Slc13a3
ENSMUSG00000064109.8	23.0747313259198	1.70708352129816	0.338654511873571	5.04078186306716	4.63633707356443e-07	7.37897391320038e-06	chr7	30417711	30419854	-	NA	Hcst
ENSMUSG00000024833.15	25.997954926081	1.15263142238963	0.228791823754666	5.03790477943653	4.7065546959213e-07	7.47366578252105e-06	chr19	5940541	5964202	-	NA	Pola2
ENSMUSG00000020101.14	209.997422078895	1.22296919742261	0.242774058028334	5.03747891086401	4.71703513341562e-07	7.48462486685287e-06	chr10	60346850	60372684	+	NA	Vsir
ENSMUSG00000052305.6	51.3972720543129	2.27770900755011	0.452314794088325	5.03567214099422	4.76174980839769e-07	7.54984637930409e-06	chr7	103826533	103828096	-	NA	Hbb-bs
ENSMUSG00000032312.7	118.818797940241	1.13549672472514	0.225712894349721	5.03071270250867	4.88659927995116e-07	7.71886787848692e-06	chr9	57626645	57653631	-	NA	Csk
ENSMUSG00000073599.10	16.349673856675	1.90326290993268	0.378329297816433	5.03070452359243	4.88680776125696e-07	7.71886787848692e-06	chr18	35713085	35722356	-	NA	Ecscr
ENSMUSG00000056758.14	17.9776879685938	2.352933506664	0.467731834686651	5.03051819904521	4.89155951496166e-07	7.72054219897308e-06	chr10	120361274	120476469	-	NA	Hmga2
ENSMUSG00000022014.15	8.35661129935997	1.88406849698066	0.374771625105092	5.02724424895385	4.97578429677297e-07	7.84755482642633e-06	chr14	77904238	78002657	+	NA	Epsti1
ENSMUSG00000071324.11	68.3783757392775	-1.01403135898678	0.201715370831674	-5.02704060085219	4.98106924114489e-07	7.84996993519691e-06	chr10	41914989	42018442	-	NA	Armc2
ENSMUSG00000003541.6	365.63601663521	1.2570010381721	0.25006727352575	5.0266515104091	4.99118172167476e-07	7.85998368564641e-06	chr17	35821683	35822923	+	NA	Ier3
ENSMUSG00000000562.5	14.4362960493162	1.86191611081465	0.370629193341414	5.02366285296772	5.06951991329193e-07	7.96535461657958e-06	chr3	105870857	105908926	+	NA	Adora3
ENSMUSG00000026247.13	29.7553923286693	1.4418361835951	0.287111886402315	5.0218616918379	5.11730285366562e-07	8.03173684256343e-06	chr1	87147654	87156521	-	NA	Ecel1
ENSMUSG00000032860.5	12.2810629625352	1.98574566102187	0.395495359687879	5.02090760960886	5.14278932802512e-07	8.0623053386049e-06	chr7	100996567	101012866	-	NA	P2ry2
ENSMUSG00000031480.15	57.8998922716984	1.20257751376258	0.239741074668891	5.01615134337522	5.27168083222476e-07	8.25199560211949e-06	chr8	22227312	22261334	+	NA	Thsd1
ENSMUSG00000008999.7	63.8696221244485	1.23942299660704	0.247653691857857	5.00466190230842	5.59601619686928e-07	8.73354378545727e-06	chr2	172868011	172940321	-	NA	Bmp7
ENSMUSG00000107881.1	17.4588196120001	1.78596789059293	0.357662162973525	4.99344933706374	5.93103493615819e-07	9.24260310133207e-06	chr6	5216257	5220486	-	NA	Gm44250
ENSMUSG00000027239.14	68.3190783683113	1.05662086633373	0.211622688640133	4.99294699034151	5.94648828731208e-07	9.25289505599386e-06	chr2	91929804	91932297	-	NA	Mdk
ENSMUSG00000028961.15	537.75778935344	1.10175562306282	0.220871477821493	4.98822045258941	6.09380084443728e-07	9.46802801335191e-06	chr4	149149990	149166771	-	NA	Pgd
ENSMUSG00000106164.1	35.3934629257891	-1.29956896972106	0.260675594478901	-4.98538795823574	6.18376055468812e-07	9.59354484274426e-06	chr5	101703585	101705850	+	NA	9430085M18Rik
ENSMUSG00000039005.13	12.1485602853623	1.55568645178286	0.312074303337707	4.98498734161844	6.19658696216389e-07	9.60631750479863e-06	chr4	66827583	66930284	+	NA	Tlr4
ENSMUSG00000061488.5	200.64038964739	1.05023532779189	0.210709591289512	4.98427870019868	6.21933811880329e-07	9.63444578359506e-06	chr10	61309829	61310277	+	NA	Rpl27a-ps1
ENSMUSG00000029414.11	12.1811311388378	2.00375270401728	0.402064985210114	4.98365383140773	6.23946650829522e-07	9.65847247135291e-06	chr5	123749715	123821593	+	NA	Kntc1
ENSMUSG00000026418.16	22.9828080165702	1.29101333151759	0.259160873868899	4.98151326720204	6.30889580186692e-07	9.74430856015088e-06	chr1	135779433	135810989	+	NA	Tnni1
ENSMUSG00000043366.16	10.1956917657813	-1.79590428874347	0.360509593657629	-4.98157142095091	6.306999781197e-07	9.74430856015088e-06	chr7	102738510	102759471	-	NA	Olfr78
ENSMUSG00000001281.10	6.3635868654051	2.28614121031809	0.458906235203634	4.98171747285945	6.30224038676855e-07	9.74430856015088e-06	chr15	102215994	102231944	-	NA	Itgb7
ENSMUSG00000009772.15	6.52439648283148	2.2799212768338	0.457874189807415	4.97936185875152	6.37942681042223e-07	9.83871333970207e-06	chr1	132316125	132333488	+	NA	Nuak2
ENSMUSG00000027997.9	25.2321239361898	1.16913911736748	0.235134527697474	4.97221368897259	6.61926853946379e-07	1.01561821691714e-05	chr3	129901424	129914103	+	NA	Casp6
ENSMUSG00000034041.5	27.5453534877125	1.81549276783887	0.365256708774518	4.97045700797686	6.6795271818877e-07	1.0241125509884e-05	chr8	84701448	84704940	+	NA	Lyl1
ENSMUSG00000032419.8	52.3795439336879	1.32421128395427	0.266457442143542	4.96969149482756	6.70595129472107e-07	1.02741069176924e-05	chr9	87702799	87731260	-	NA	Tbx18
ENSMUSG00000044303.6	5.32362488551754	2.26750891530856	0.456669904911507	4.96531278046	6.85904338334344e-07	1.04856121546682e-05	chr4	89274470	89294653	-	NA	Cdkn2a
ENSMUSG00000087150.7	12.9193043130298	1.54118792098943	0.310425138643455	4.96476518533376	6.8784241169038e-07	1.0507559061856e-05	chr6	128992951	129008040	+	NA	BC064078
ENSMUSG00000070934.6	2447.49310401218	-1.05804242876767	0.21319487295874	-4.96279490254173	6.94859469034178e-07	1.06070044349721e-05	chr4	86575667	86577285	+	NA	Rraga
ENSMUSG00000032440.13	75.6302155085454	1.47753473615196	0.298525094950137	4.94944901164425	7.44238713386397e-07	1.12866310464465e-05	chr9	116084292	116175360	-	NA	Tgfbr2
ENSMUSG00000015468.14	32.2259328412693	1.31266376813955	0.26530772269168	4.94770282154594	7.50944405375222e-07	1.13788974718977e-05	chr17	34564267	34588503	+	NA	Notch4
ENSMUSG00000063856.7	1745.25865071842	1.22949983211928	0.248609871800987	4.94549883804897	7.59491235547959e-07	1.14763296307908e-05	chr9	108338902	108340343	+	NA	Gpx1
ENSMUSG00000002204.9	5.22194507239996	2.2896265425674	0.462988444682446	4.94532113892779	7.60184402615402e-07	1.14785100446902e-05	chr7	44572379	44586862	+	NA	Napsa
ENSMUSG00000027935.14	62.0695388409199	1.1568720919839	0.234012878422601	4.94362575163371	7.66828470404796e-07	1.15704789333157e-05	chr3	90213694	90226385	+	NA	Rab13
ENSMUSG00000026073.13	8.87025020151161	2.10373821949011	0.425755682296005	4.94118647611496	7.76485991432024e-07	1.1690893836442e-05	chr1	40074078	40125231	+	NA	Il1r2
ENSMUSG00000049871.14	8.54015899395813	2.12745832643108	0.430872153234236	4.93756282568236	7.91049266595235e-07	1.1884492322059e-05	chr16	3945006	3976632	-	NA	Nlrc3
ENSMUSG00000031443.7	6.69316895064609	2.42970057615062	0.492364032348501	4.93476455735672	8.02475039726891e-07	1.20474949790441e-05	chr8	13026033	13035809	+	NA	F7
ENSMUSG00000000126.11	197.640782476075	-1.2184789658978	0.246963136649264	-4.93384957135638	8.06245437111941e-07	1.2095416661637e-05	chr11	59306927	59333552	+	NA	Wnt9a
ENSMUSG00000030148.15	17.0804317539984	1.66251847653749	0.337549836006209	4.92525339726993	8.42511023449002e-07	1.2603314043912e-05	chr6	123106427	123143999	+	NA	Clec4a2
ENSMUSG00000117356.1	34.4404815895779	-1.11766193880967	0.227106578531447	-4.92131027659734	8.59667138898206e-07	1.28324188977717e-05	chr18	7004962	7006405	+	NA	Gm46633
ENSMUSG00000056394.17	507.420086136083	1.29469281624711	0.263141480878025	4.92013958394969	8.64825140362756e-07	1.28818291740786e-05	chr7	13277282	13311433	+	NA	Lig1
ENSMUSG00000025498.15	11.6097741178871	1.97816819198018	0.403017210263756	4.90839632055802	9.18241508353045e-07	1.36580260769468e-05	chr7	141262705	141266481	-	NA	Irf7
ENSMUSG00000038507.6	36.3344502256255	1.07322205235417	0.218879280505782	4.90326014355582	9.4259020367091e-07	1.40032780363761e-05	chr6	39086409	39118349	-	NA	Parp12
ENSMUSG00000020432.12	68.9744054931664	1.51502913575544	0.308992096223414	4.90313232691885	9.43203991475717e-07	1.40032780363761e-05	chr11	3917191	3932159	-	NA	Tcn2
ENSMUSG00000089726.2	11.389818853864	1.74452829518722	0.356046959280238	4.89971406781242	9.59762285454025e-07	1.41948434764498e-05	chr14	115042878	115046727	+	NA	Mir17hg
ENSMUSG00000090272.9	21.7051016773542	1.42691298846718	0.291469700305574	4.8955791527257	9.80166290646493e-07	1.44659263488286e-05	chr1	173849125	173880881	-	NA	Mndal
ENSMUSG00000017897.18	33.8864181403574	1.6403144832584	0.335175214621814	4.89390149301225	9.88563339172087e-07	1.45795663696092e-05	chr2	165595031	165771727	+	NA	Eya2
ENSMUSG00000050022.16	327.338955581299	1.17489815164027	0.240103346435883	4.89330185972235	9.91581398057377e-07	1.46034801250521e-05	chr5	140724126	140761439	+	NA	Amz1
ENSMUSG00000020806.15	6.23617199190345	2.10650732125578	0.430705144193873	4.89083390261896	1.00409669526787e-06	1.47670001323045e-05	chr11	116598164	116627019	-	NA	Rhbdf2
ENSMUSG00000046280.9	53.2952033207326	1.484096028207	0.303618679393496	4.88802609632454	1.01852031858185e-06	1.49685983292356e-05	chr3	89831369	89858834	+	NA	She
ENSMUSG00000022074.6	13.5868704608982	1.61600080062398	0.330828751872405	4.88470482531471	1.03583913483937e-06	1.5191096652802e-05	chr14	69767471	69784411	+	NA	Tnfrsf10b
ENSMUSG00000020493.8	3.23091555732001	2.40675302264812	0.493529413726469	4.87661516357367	1.07921691617364e-06	1.57499395449682e-05	chr11	87089152	87108708	-	NA	Prr11
ENSMUSG00000024798.15	37.6752451710143	-1.0310198358498	0.211541488334322	-4.87384221396974	1.0944841768176e-06	1.59504861252868e-05	chr19	35958733	36057507	-	NA	Htr7
ENSMUSG00000085525.7	12.8068379792185	1.88569699997549	0.38700827532644	4.87249787717048	1.10196040624121e-06	1.60482576432608e-05	chr4	146251828	146278434	+	NA	Gm13166
ENSMUSG00000059336.14	27.993477498322	1.77549813036451	0.364414940147389	4.87218808769587	1.10369018566669e-06	1.60622636415083e-05	chr18	78100090	78142119	-	NA	Slc14a1
ENSMUSG00000055799.13	73.510595676316	1.29181619048436	0.265281459418895	4.86960601511358	1.11820977721346e-06	1.6262253874037e-05	chr6	72626377	72789254	-	NA	Tcf7l1
ENSMUSG00000046245.13	4.97435228211028	2.20131710298488	0.452830694686742	4.8612365036511	1.16654781958263e-06	1.68947469189277e-05	chr5	137821951	137836281	-	NA	Pilra
ENSMUSG00000104586.1	14.0312895741343	-1.60880717424123	0.331023158122274	-4.86010460224952	1.17323746035123e-06	1.69681293280257e-05	chr3	58117052	58167616	+	NA	4921539H07Rik
ENSMUSG00000029999.14	106.706670600475	1.09501758572664	0.225440763825014	4.8572297536065	1.19039441558276e-06	1.71806200228312e-05	chr6	86195222	86275719	+	NA	Tgfa
ENSMUSG00000025089.15	21.8981968147513	1.32161174035792	0.272145015452903	4.85627759214513	1.19612989466007e-06	1.72514927496731e-05	chr19	58235603	58455909	-	NA	Gfra1
ENSMUSG00000051617.3	74.198410380982	1.0481199391802	0.215844657580142	4.85589938120676	1.19841547151113e-06	1.72606492807935e-05	chr11	100186780	100193246	-	NA	Krt9
ENSMUSG00000055044.12	52.9563604249343	1.06354333640719	0.219283681779034	4.85007971308551	1.2341186776807e-06	1.7738229488891e-05	chr19	40221172	40271842	-	NA	Pdlim1
ENSMUSG00000022220.14	18.4876204060745	1.8045471611232	0.37257182805007	4.84348795390049	1.27579459422212e-06	1.82744468143611e-05	chr14	55769056	55784095	-	NA	Adcy4
ENSMUSG00000024197.10	119.196079121224	1.22863877948934	0.253717313749711	4.84255000705774	1.28183361335392e-06	1.83358319808963e-05	chr17	56277475	56292873	-	NA	Plin3
ENSMUSG00000032327.14	13.6179775563115	1.60019993718971	0.33161015964257	4.82554557108415	1.39620534092041e-06	1.9863158023584e-05	chr9	58063787	58153996	+	NA	Stra6
ENSMUSG00000104388.1	25.075083410149	1.492016648136	0.309318916062874	4.82355449555735	1.41022213701306e-06	2.00173712087299e-05	chr1	180357648	180364998	+	NA	Gm37033
ENSMUSG00000001794.13	337.110697284963	1.00363292206731	0.208068028267102	4.82358068380851	1.41003690152186e-06	2.00173712087299e-05	chr7	30186935	30198811	-	NA	Capns1
ENSMUSG00000031740.8	9.21661280787254	1.99995042759513	0.415746879789781	4.81050015001047	1.50553090558001e-06	2.12737620462127e-05	chr8	92827290	92853420	+	NA	Mmp2
ENSMUSG00000060519.11	45.3270089895433	1.10353337529684	0.229425750714459	4.80998044840346	1.50945059774595e-06	2.13147470294808e-05	chr1	156653616	156674356	-	NA	Tor3a
ENSMUSG00000037962.7	9.44576019841018	1.77919009882136	0.370162307116777	4.80651342563646	1.53585173833477e-06	2.16583057341842e-05	chr5	125003220	125012547	+	NA	Rflna
ENSMUSG00000026039.9	38.3432384506472	1.6999220770309	0.353927508665312	4.8030233180841	1.56287676672482e-06	2.19949137432813e-05	chr1	57995970	58025899	+	NA	Sgo2a
ENSMUSG00000099583.2	19.6749838534428	1.77471084773748	0.369554497969353	4.80229805749693	1.56854978097215e-06	2.20450816999131e-05	chr13	23575762	23577011	+	NA	Hist1h3d
ENSMUSG00000046879.7	18.1731193317597	1.54825875444072	0.32265006246131	4.79856951717273	1.59802843838998e-06	2.24292407597648e-05	chr11	48861967	48871683	-	NA	Irgm1
ENSMUSG00000048120.16	37.4414636933748	1.19065373373312	0.248412589508258	4.79304908052393	1.64265417225919e-06	2.29938599092748e-05	chr19	40612365	40741602	+	NA	Entpd1
ENSMUSG00000041845.11	4.88020373604652	2.20807090059852	0.460962833078462	4.79012784144068	1.66675087206207e-06	2.32688658127063e-05	chr19	4425458	4439432	-	NA	Rhod
ENSMUSG00000019846.11	108.370516680698	1.28065857814283	0.267391693502941	4.78944787463542	1.67240832889106e-06	2.33322717692453e-05	chr10	38965514	39110188	+	NA	Lama4
ENSMUSG00000004085.14	92.4145167066488	1.11908001975219	0.233795866979299	4.78656887399674	1.6965673514329e-06	2.36242692194362e-05	chr2	72285636	72442610	+	NA	Map3k20
ENSMUSG00000057036.7	444.656171989781	1.02899791042425	0.215079827196782	4.78426044801864	1.71618036349212e-06	2.38633510250736e-05	chr3	24333067	24333511	+	NA	Gm7536
ENSMUSG00000091191.2	14.0262847686908	1.78982673409596	0.374562439407186	4.77844691776541	1.76654385174651e-06	2.45310302600098e-05	chr11	53770050	53773195	-	NA	Gm17334
ENSMUSG00000024972.16	4.26064452237967	-2.17567162118785	0.455500123630021	-4.77644573145064	1.78420675037235e-06	2.47598644794538e-05	chr19	7596659	7607193	-	NA	Lgals12
ENSMUSG00000106258.1	254.775487417663	1.01784788752315	0.21324877866947	4.77305377256481	1.81453318174989e-06	2.5130683728434e-05	chr3	129461971	129462747	+	NA	Rpl7a-ps7
ENSMUSG00000054612.4	16.424332541182	1.85048621660497	0.388058885694096	4.76857065982428	1.8553759772275e-06	2.56583108657311e-05	chr7	136894613	137130266	+	NA	Mgmt
ENSMUSG00000042644.9	28.4834006680701	1.42989257513457	0.299864069782736	4.76846918062103	1.85631063643911e-06	2.56583108657311e-05	chr17	27057303	27122223	+	NA	Itpr3
ENSMUSG00000032691.14	12.1124237955144	1.61027626596156	0.337720219271961	4.76807775807119	1.85992001564511e-06	2.56912201368468e-05	chr11	59541567	59566956	+	NA	Nlrp3
ENSMUSG00000000317.11	28.4076096889847	1.63708347011692	0.343470008017733	4.76630690279191	1.8763338300985e-06	2.58837528950198e-05	chr11	70224127	70229798	-	NA	Bcl6b
ENSMUSG00000029185.14	38.7614441902134	1.34870064411021	0.28311614497722	4.76377157586236	1.90007588959396e-06	2.61939928009747e-05	chr5	64970070	65041886	+	NA	Fam114a1
ENSMUSG00000063193.9	2.6025403851961	2.38582187212786	0.500874242354951	4.7633151605291	1.90438053435965e-06	2.62360409190141e-05	chr11	114922780	114934386	-	NA	Cd300lb
ENSMUSG00000023348.11	30.5056292764927	1.18767887766328	0.249964897163102	4.75138265869515	2.02030387765075e-06	2.7669034049319e-05	chr5	137309653	137314404	-	NA	Trip6
ENSMUSG00000022575.5	7.15456705042411	1.93264585581401	0.407772037511953	4.73952522003758	2.14219572174985e-06	2.91664968287465e-05	chr15	75862326	75867408	+	NA	Gsdmd
ENSMUSG00000030606.8	9.76371943529856	1.74271730418992	0.367887055415698	4.73709873325311	2.16799557276916e-06	2.94602283387404e-05	chr7	79115101	79131018	-	NA	Hapln3
ENSMUSG00000039954.9	12.6095732021846	1.52147060827243	0.321259570052344	4.73595419437474	2.18026831511278e-06	2.96077605675023e-05	chr18	43207582	43318682	+	NA	Stk32a
ENSMUSG00000003348.10	25.908528785001	1.49373775804767	0.315569608550127	4.73346519302221	2.20718828426305e-06	2.99344543377388e-05	chr10	80685252	80701977	-	NA	Mob3a
ENSMUSG00000031756.5	6.79451712104105	1.98975705664755	0.420546711544697	4.73135802046587	2.23022779001881e-06	3.02077420807406e-05	chr8	116921729	116941507	+	NA	Cenpn
ENSMUSG00000072082.7	31.9588107159362	1.18467785356093	0.250409028647772	4.7309710035548	2.23448440240691e-06	3.02458073187934e-05	chr17	24222197	24251484	-	NA	Ccnf
ENSMUSG00000028037.13	13.64796660843	1.60681936642493	0.339738188974271	4.7295812439461	2.24983409751063e-06	3.04142084558757e-05	chr3	151730921	151749960	-	NA	Ifi44
ENSMUSG00000063611.5	27.7611290499721	1.69434732699139	0.35836382924418	4.72800876853255	2.26732395909206e-06	3.06308436411449e-05	chr2	28506094	28507773	+	NA	Gm10134
ENSMUSG00000103560.1	7.96330155691882	1.94817348131358	0.4121808601002	4.72650156739443	2.28421029712031e-06	3.08191548023723e-05	chr1	40238019	40244499	+	NA	Gm38070
ENSMUSG00000024053.11	23.1502251150991	1.6177870290218	0.342688665566124	4.72086529722017	2.3484343221319e-06	3.16041228949449e-05	chr17	71252171	71311978	-	NA	Emilin2
ENSMUSG00000005800.3	6.28333296858772	2.373720655384	0.502873487442301	4.72031378599246	2.35481097660709e-06	3.1649833021272e-05	chr9	7558455	7568485	+	NA	Mmp8
ENSMUSG00000025650.13	41.065292788444	1.87718067050553	0.397692681651921	4.72017906567494	2.35637115737199e-06	3.1649833021272e-05	chr9	108953585	108984875	+	NA	Col7a1
ENSMUSG00000079225.3	28.7884439247659	1.37533742049721	0.29145247718978	4.71890798032797	2.37114039153188e-06	3.18073502297025e-05	chr9	81677597	81678677	+	NA	Gm9531
ENSMUSG00000020437.12	4.02196615269684	2.27278205521418	0.481722841578578	4.71802841602114	2.38141237586932e-06	3.1924664754202e-05	chr11	6506547	6520965	-	NA	Myo1g
ENSMUSG00000026303.6	13.9976207738024	1.67147113445246	0.354482436937569	4.7152438605776	2.41421426385625e-06	3.23229596030895e-05	chr1	90915084	90951142	+	NA	Mlph
ENSMUSG00000055172.10	14.9669545239597	1.34767462699712	0.28583878234759	4.71480677299521	2.41940235491841e-06	3.23716963841387e-05	chr6	124512404	124523443	+	NA	C1ra
ENSMUSG00000021803.10	17.2216063283976	1.5523484205212	0.329267068559181	4.71455717486119	2.42236980517427e-06	3.2390677580313e-05	chr14	37077856	37098347	-	NA	Cdhr1
ENSMUSG00000042349.13	6.54896656175137	1.96513321624519	0.416971158115683	4.71287564618555	2.44245260686396e-06	3.26175040659936e-05	chr1	131254342	131279606	-	NA	Ikbke
ENSMUSG00000081684.4	32.8194672436221	1.15190043337684	0.244833514557774	4.70483150747331	2.54075702812025e-06	3.38007962653173e-05	chrX	52898587	52899469	+	NA	Rps2-ps13
ENSMUSG00000103641.1	5.04757990586331	2.35532941489734	0.501453522308214	4.69700442835789	2.64004729946146e-06	3.5099370104029e-05	chr3	65987157	65989753	-	NA	Gm19024
ENSMUSG00000052229.5	122.19178814528	1.12035274896458	0.238683873949748	4.69387701156743	2.68075239827439e-06	3.56179001938452e-05	chr18	31942996	31949636	-	NA	Gpr17
ENSMUSG00000026832.12	4.58394543456871	2.31869055347685	0.494027716953268	4.693442237971	2.68645868888952e-06	3.56710543242835e-05	chr2	58129136	58195532	-	NA	Cytip
ENSMUSG00000000244.17	3.69380015286195	2.29732534649878	0.489892612005293	4.68944680977136	2.73944629699e-06	3.63284974058033e-05	chr7	143005045	143019644	+	NA	Tspan32
ENSMUSG00000017146.12	10.8332423170885	1.71988970748535	0.366788241413803	4.68905355541375	2.74471554177114e-06	3.63753080640429e-05	chr11	101488763	101551955	-	NA	Brca1
ENSMUSG00000069910.2	5.96837106364981	1.96891426285335	0.420077359638458	4.68702780018401	2.77201324800359e-06	3.66905778832273e-05	chr11	34809189	34833641	-	NA	Spdl1
ENSMUSG00000027555.8	6.49140630508181	2.17824626405381	0.465248809726304	4.68189540417144	2.84234508366765e-06	3.75739334606458e-05	chr3	14641726	14663002	+	NA	Car13
ENSMUSG00000036246.14	25.6013856481303	1.0712391837229	0.228818468127119	4.68161155212253	2.84628440843345e-06	3.76022399454003e-05	chr8	69808678	69821870	+	NA	Gmip
ENSMUSG00000022021.14	33.2396121982466	1.12187718712248	0.239700761323535	4.68032383763784	2.86422131302754e-06	3.77914576147286e-05	chr14	86655366	87141235	-	NA	Diaph3
ENSMUSG00000031023.5	21.1513279711959	1.35635833997645	0.289837242300818	4.67972414176057	2.87261159915235e-06	3.78782637913449e-05	chr7	109703689	109712189	+	NA	Akip1
ENSMUSG00000037621.8	18.5256445355218	1.89779389423255	0.405688087831336	4.67796307349688	2.89738706159159e-06	3.81568360321568e-05	chr6	72206176	72235577	-	NA	Atoh8
ENSMUSG00000024885.9	27.0845335184895	1.33734345608844	0.285908318571731	4.67752551856206	2.9035744958727e-06	3.82142564079206e-05	chr19	3913490	3929808	-	NA	Aldh3b1
ENSMUSG00000028885.8	21.7273364358175	1.50708215185354	0.322263559285726	4.67655156293154	2.91739268454833e-06	3.83719705735593e-05	chr4	132732965	132757252	-	NA	Smpdl3b
ENSMUSG00000035356.17	50.3492194024203	1.01157082819231	0.216344036311694	4.67575092633894	2.92879910511314e-06	3.84977848430114e-05	chr16	55811374	55838899	-	NA	Nfkbiz
ENSMUSG00000025823.9	120.330160993497	1.08440260533934	0.232071009294178	4.6727189606209	2.97238363196076e-06	3.89989954054855e-05	chr6	47796140	47813430	-	NA	Pdia4
ENSMUSG00000023903.8	3.39589132012664	2.2718374888155	0.486206175953273	4.67258048370375	2.97438902461385e-06	3.89989954054855e-05	chr17	23628310	23645277	-	NA	Mmp25
ENSMUSG00000032232.14	293.024555798342	1.20072322167175	0.257117589296868	4.66993808146431	3.01290534519526e-06	3.94298432315822e-05	chr9	71626508	71771602	-	NA	Cgnl1
ENSMUSG00000024205.7	340.06388203716	1.02971645410204	0.220802385181149	4.66352051975005	3.10845173907502e-06	4.05786836574756e-05	chr11	76601318	76601629	+	NA	Rpl36-ps2
ENSMUSG00000038527.9	7.59320956606637	1.85537303559212	0.398181774921584	4.65961315270521	3.16804207818825e-06	4.12279178476359e-05	chr6	124493112	124510643	+	NA	C1rl
ENSMUSG00000104476.1	13.7337424552819	1.93016030750812	0.414300551137384	4.65884079132706	3.17995018007881e-06	4.13571505696443e-05	chr1	45485835	45493052	-	NA	Gm38211
ENSMUSG00000057191.13	6.15444659529124	2.08724813346316	0.448194438704993	4.65701479807298	3.20827392505858e-06	4.16995852049411e-05	chr9	21526175	21545333	+	NA	AB124611
ENSMUSG00000053113.3	36.8235177661269	1.87077067432295	0.401878716562883	4.65506282672281	3.23881930936476e-06	4.20704523085375e-05	chr11	117966078	117970047	-	NA	Socs3
ENSMUSG00000025877.14	3.26236255198349	2.25171920091514	0.484171215385958	4.65066722134685	3.30862842701879e-06	4.29239120932034e-05	chr13	55005984	55021385	-	NA	Hk3
